Course_Coursenum,Course_Coursetitle,Course_Instructor,Course_Day,Course_Time,Course_Location
TIM 350,"Intro to Tourism Transportatn
Restriction: Major",J Chi,WF,0130-0245p,GRG 214
TIM 369E,"TIM Topics: Mgmt Cultrl Values
Restriction: Major",M Kanoa Jr.,TR,0430-0545p,GRG 214
TIM 369I,"TIM Topics: Rest Entreprnrshp
Restriction: Major",E Wary,WF,0130-0245p,GRG 211
TIM 400B,"Executive Internship
Restriction: Major",D Fitzgerald,TBA,TBA,GRG 346
TIM 400C,"Community Service Internship
Restriction: Major",D Fitzgerald,TBA,TBA,GRG 346
TIM 403,"Revenue Mgt in Travel Industry
Restriction: Major",K Seo,TR,1030-1145a,GRG 113B
TIM 403,"Revenue Mgt in Travel Industry
Restriction: Major",K Seo,TR,0130-0245p,GRG 113B
TIM 425,"Destination Development & Mktg
Restriction: Major",M Clark,TR,1030-1145a,GRG 213
TIM 431,"Strat Mgt for Trav/Hosp Indstr
Restriction: Major",H Wen,TR,1200-0115p,GRG 211
TIM 431,"Strat Mgt for Trav/Hosp Indstr
Restriction: Major",J Chi,WF,1030-1145a,GRG 215
TIM 601,"Research Appl in Trvl Ind Mgmt
Restriction: Major",D Spencer,R,0300-0545p,GRG 211
TIM 602,"Strategic Travel Marketing
Restriction: Major",I Lin,W,0215-0500p,GRG 113A
TIM 603,"Info Tech, E-Com & Travel Ind
Restriction: Major",H Wen,T,0300-0545p,GRG 113B
TIM 606,"Transportation Economics Mgmt
Restriction: Major",J Chi,M,1200-0245p,GRG 211
TIM 694,"Professional Paper
Restriction: Major",D Spencer,TBA,TBA,TBA TBA
TRMD 545,"Topics in Tropical Medicine
Restriction: Instructor Approval",W Gosnell,TBA,TBA,TBA TBA
TRMD 590,"Tropical Medicine Elective
Restriction: Instructor Approval",K Kramer,TBA,TBA,TBA TBA
TRMD 595B,"Sel Topic: Infectious Diseases
Restriction: Instructor Approval",W Gosnell,TBA,TBA,TBA TBA
TRMD 595B,"Sel Topic: Infectious Diseases
Restriction: Instructor Approval",L Tam,TBA,TBA,TBA TBA
TRMD 595C,"Sel Topic: Parasitology
Restriction: Instructor Approval",K Kramer,TBA,TBA,TBA TBA
TRMD 595E,"Sel Topic: Immunology
Restriction: Instructor Approval",L Tam,TBA,TBA,TBA TBA
TRMD 601,Trop Med Journal Club,S Verma,TBA,TBA,TBA TBA
TRMD 602,"Lab Methods in Trop Med
Restriction: Instructor Approval",W Gosnell,TBA,TBA,TBA TBA
TRMD 603,"Infectious Disease Micro I
Restriction: Instructor Approval",K Kramer,TR,TBA,OFF/C TBA
TRMD 604,"Immunol & Immunopathogenesis
Restriction: Instructor Approval",S Chang,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,S Chang,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,A Yanagihara,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,J Berestecky,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,G Hui,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,V Nerurkar,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,E Tam,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,C Shikuma,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,Y Lu,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,B Shiramizu,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,D Taylor,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,W Wang,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,P Walpita,TBA,TBA,TBA TBA
TRMD 606,Trop Med Lab Rotation,L Ndhlovu,TBA,TBA,TBA TBA
TRMD 607,"Neurovirology
Restriction: Instructor Approval",V Nerurkar,TBA,TBA,BSB 320
TRMD 610,Infection and Immunity,S Verma,TBA,TBA,TBA TBA
TRMD 653,Bioinformatics and Mole Evol,V Khadka,TBA,TBA,TBA TBA
TRMD 654,"Advances in HIV/AIDS
Restriction: Instructor Approval",L Ndhlovu,TBA,TBA,TBA TBA
TRMD 655,"Principles of Biostatistics
Restriction: Instructor Approval",E Lim,TBA,TBA,TBA TBA
TRMD 672,"Advanced Medical Virology
Restriction: Instructor Approval",M Kumar,TBA,TBA,TBA TBA
TRMD 690,Seminar in Tropical Med & PH,F Miller,W,TBA,OFF/C TBA
TRMD 695,Plan B Master's Project,D Taylor,TBA,TBA,TBA TBA
TRMD 705,"Special Topics in Tropical Med
Restriction: Instructor Approval",W Gosnell,TBA,TBA,TBA TBA
TPSS 120B,Beverage Crops,H Bittenbender,T,1030-1145a,STJHN 10
TPSS 200,"Ag, Environment, & Society",N Lincoln,MWF,0830-0920a,STJHN 11
TPSS 220,Organic food crop production,T Radovich,M,1230-0120p,STJHN 10A
TPSS 251,Principles of Sustainability,C Evensen,TR,0900-1015a,STJHN 11
TPSS 304,Fundamentals of Soil Science,J Deenik,MWF,1030-1120a,AGSCI 204
TPSS 304,Fundamentals of Soil Science,J Deenik,MWF,1030-1120a,AGSCI 204
TPSS 341,Accountng & Financial Analysis,J Schell,TR,0430-0545p,STJHN 15
TPSS 352,Landscape Architecture History,A Kaufman,TR,1000-1115a,ARCH TBA
TPSS 364,Horticultural Practices,O Baldos,F,1230-0120p,STJHN 10A
TPSS 369,Ornamental Plant Materials,K Leonhardt,W,1230-0520p,STJHN 10B
TPSS 371,Genetics: Theory to Applicatn,M Tian,TR,1200-0115p,GIL 301
TPSS 402,Flower & Foliage Crop Prod,T Amore,TR,0900-1015a,STJHN 13
TPSS 418,Turf Pest Management,Z Cheng,TR,1030-1145a,GIL 306
TPSS 481,Weed Science,K Wang,MW,0830-0920a,GIL 306
TPSS 491,Experimental Topics,O Baldos,MW,1130-1220p,STJHN 10A
TPSS 491,Experimental Topics,N Lincoln,R,1200-0115p,STJHN 15
TPSS 491,Experimental Topics,K Kobayashi,TBA,TBA,
TPSS 492,Internship,T Amore,T,1200-1250p,STJHN 15
TPSS 492L,"Internship Experience
Restriction: Major",K Leonhardt,TBA,TBA,TBA TBA
TPSS 652,Information Research Skills,P Brandes,T,1030-1120a,HL 156
TPSS 654,Communications in the Sciences,K Kobayashi,M,0930-1120a,STJHN 10A
TPSS 657,"Grant Writing for Grd Students
Restriction: Major",J Dobbs,T,1200-0115p,AGSCI 204
TPSS 670,Agrarian Systems Analysis,N Lincoln,TR,0430-0545p,AGSCI 204
TPSS 680,Geospatial Anlys/Nat Res Data,R Yost,MW,0830-0920a,AGSCI 220
TPSS 695,Masters Project,A Wieczorek,TBA,TBA,TBA TBA
TPSS 711,Special Topics,A Cho,W,0930-1020a,ONLINE TBA
TPSS 711,Special Topics,K Kobayashi,TBA,TBA,TBA TBA
TPSS 711,Special Topics,M Muszynski,TBA,TBA,TBA TBA
PLAN 310,Introduction to Planning,T Dinell,TR,0900-1015a,SAUND 116
PLAN 310,Introduction to Planning,P Das,TR,1200-0115p,SAUND 116
PLAN 473,GIS for Community Planning,S Shen,M,0900-1145a,SAUND 116
PLAN 600,Public Policy & Planning Thry,A Das,R,0130-0415p,SAUND 116
PLAN 601,"Planning Methods
Restriction: Major",S Shen,W,0900-1145a,SAUND 116
PLAN 608,Politics & Development: China,R Kwok,M,0130-0415p,SAUND 119
PLAN 616,Community Based Planning,R Agres,M,0500-0730p,SAUND 116
PLAN 620,Environmental Planning/Policy,D Spirandellie,W,0130-0415p,SAUND 116
PLAN 625,"Climate, Energy & Food",M Coffman,R,0600-0830p,SAUND 713
PLAN 638,Asian Develop & Urbanization,R Kwok,T,0130-0415p,SAUND 116
PLAN 650,Research Design Seminar,A Das,F,0130-0415p,SAUND 116
PLAN 655,Planning Research Methods,P Flachsbart,T,0900-1145a,SAUND 119
PLAN 671,Disaster Management: Hazards,B Houghton,M,0500-0800p,POST 708
PLAN 673,Information Systems for DMHA,K Kim,F,0900-1145a,SAUND 116
PLAN 675,Preservatn: Theory & Practice,W Chapman,T,0330-0600p,MOORE 328
PLAN 678,"Site Planning
Restriction: Major",P Das,T,0500-0730p,SAUND 116
PLAN 752,"Directed Project
Restriction: Major",K Kim,TBA,TBA,TBA TBA
PLAN 752,"Directed Project
Restriction: Major",L Minerbi,TBA,TBA,TBA TBA
PLAN 752,"Directed Project
Restriction: Major",P Flachsbart,TBA,TBA,TBA TBA
PLAN 752,"Directed Project
Restriction: Major",D Foley,TBA,TBA,TBA TBA
PLAN 752,"Directed Project
Restriction: Major",K Umemoto,TBA,TBA,TBA TBA
PLAN 752,"Directed Project
Restriction: Major",D Lerner,TBA,TBA,TBA TBA
URDU 205,Reading and Writing in Urdu,S Bhatawadekar,TBA,TBA,TBA TBA
VIET 101,Elementary Vietnamese,H Le,MTWR,0830-0920a,MOORE 111
VIET 201,Intermediate Vietnamese,S O'Harrow,MTWR,0930-1020a,MOORE 105
WS 151,Intro to Women's Studies,P Bovard,MW,1030-1120a,ARCH 205
WS 151,Intro to Women's Studies,P Bovard,MW,1030-1120a,ARCH 205
WS 151,Intro to Women's Studies,P Bovard,MW,1030-1120a,ARCH 205
WS 151,Intro to Women's Studies,P Bovard,MW,1030-1120a,ARCH 205
WS 175,Gend/Sex/Sexuality to 1500 CE,S Buchanan,MWF,0830-0920a,KUY 209
WS 202,Psychology of Gender,V Narine,MW,0800-0915a,WEB 103
WS 305,Women and Health,A Kimura,TR,0130-0245p,WEB 104
WS 350,Sex Diffs in the Life Cycle,L Vallin,TR,0900-1015a,ART 132
WS 350,Sex Diffs in the Life Cycle,L Vallin,TR,1200-0115p,ART 132
WS 360,Pacific/Asian Women in Hawaii,M Koikari,TR,0130-0245p,GRG 214
WS 367,Sustainability&Social Justice,A Kimura,TR,1030-1145a,WEB 102
WS 375,Women and the Media,K Caldwell,MW,1230-0145p,KUY 305
WS 435,Women and Crime,M Lind,M,1230-0300p,BUSAD D106
WS 439,Feminist Theory,M Koikari,TR,1030-1145a,GRG 214
WS 440,Feminist Methods,N Chagnon,TR,1200-0115p,BUSAD C102
WS 446,Gender Violence over Lifecycle,H Liebreich,W,0330-0600p,BUSAD G103
WS 483,"Studies/Lit & Sexuality/Gndr
Restriction: Instructor Approval",C Franklin,TR,0130-0245p,KUY 305
WS 610,Faculty Seminar Series,M Lind,F,1230-0200p,GRG 301B
WS 615,Feminist Theory,K Ferguson,R,1030-0100p,BUSAD D105
WS 650,Rsch Fem Studies: Capstone Exp,M Lind,F,1230-0200p,GRG 301B
ZOOL 101,Principles of Zoology,C Womersley,MWF,1130-1220p,ART 132
ZOOL 101L,Principles of Zoology Lab,C Womersley,R,0830-1120a,SNY 401
ZOOL 101L,Principles of Zoology Lab,C Womersley,R,0130-0420p,SNY 401
ZOOL 101L,Principles of Zoology Lab,C Womersley,F,0830-1120a,SNY 401
ZOOL 101L,Principles of Zoology Lab,C Womersley,F,0130-0420p,SNY 401
ZOOL 101L,Principles of Zoology Lab,C Womersley,S,0830-1120a,SNY 401
ZOOL 320,Vertebrate Zoology,J Walguarnery,TR,0900-1015a,BUSAD D203
ZOOL 320L,Vertebrate Zoology Lab,J Walguarnery,MW,0130-0420p,EDM 111
ZOOL 320L,Vertebrate Zoology Lab,J Walguarnery,TR,0130-0420p,EDM 111
ZOOL 430,Animal Physiology,M Butler,MWF,1130-1220p,STJHN 11
ZOOL 430,Animal Physiology,M Butler,MWF,1130-1220p,STJHN 11
ZOOL 430L,Animal Physiology Laboratory,M Butler,T,0130-0530p,EDM 201
ZOOL 430L,Animal Physiology Laboratory,M Butler,W,0130-0530p,EDM 201
ZOOL 475,Biology of the Invertebrates,A Moran,TR,0300-0415p,KUY 209
ZOOL 475L,Biology of Invertebrates Lab,A Moran,WF,0930-1220p,EDM 203
ZOOL 475L,Biology of Invertebrates Lab,A Moran,WF,0130-0420p,EDM 203
ZOOL 492,"Teaching Internship
Restriction: Instructor Approval",TBA,TBA,TBA,TBA TBA
ZOOL 607,Genetics of Behavior,M Yoshizawa,W,0300-0400p,WEB 113
ZOOL 631,Biometry,A Taylor,MWF,0930-1020a,AGSCI 220
ZOOL 631,Biometry,A Taylor,MWF,0930-1020a,AGSCI 220
ZOOL 631,Biometry,A Taylor,MWF,0930-1020a,AGSCI 220
ZOOL 691B,"Seminar: General Zoology
Restriction: Instructor Approval",R Thomson,T,0300-0400p,EDM 313
ZOOL 691B,"Seminar: General Zoology
(Teaching Practicum)",M Butler,TBA,TBA,TBA TBA
ZOOL 691C,Seminar: Zoology Literature,M Hixon,F,0230-0330p,WEB 103
ZOOL 691H,Seminar: Marine Biology,R Richmond,F,1030-1120a,STJHN 13
ZOOL 715,"Topics in Invertebrate Zoology
Restriction: Instructor Approval",A Moran,TBA,TBA,TBA TBA
ZOOL 718,Topics in Animal Physiology,M Porter,TBA,TBA,TBA TBA
ZOOL 739,Topics in Ecology,R Cowie,W,0130-0330p,HIG 311
AS 101L Recitation,Initial Military Training I,K Dembia,F,0700-0900a,PE/A 241
AS 201L Recitation,Field Training Preparation I,K Dembia,F,0700-0900a,PE/A 241
AS 251L Recitation,Leadership Laboratory,K Dembia,F,0700-0900a,PE/A 241
AS 301L Recitation,Intermediate Cadet Leader I,K Dembia,F,0700-0900a,PE/A 241
AS 401L Recitation,Senior Cadet Leader I,K Dembia,F,0700-0900a,PE/A 241
AMST 150 Recitation,America and the World,J Tripp,F,0830-0920a,SAKAM C201
AMST 150 Recitation,America and the World,J Tripp,F,1030-1120a,BUSAD D301
AMST 150 Recitation,America and the World,J Tripp,F,1030-1120a,HOLM 243
AMST 150 Recitation,America and the World,J Tripp,F,1130-1220p,WEB 112
AMST 150A Recitation,"America and the World
Restriction: Honors Program Approval",J Tripp,F,1030-1120a,MOORE 207
AMST 211 Recitation,"Contemp Amer Domestic Issues
(The Age of Trump)",R Perkinson,F,0930-1020a,MOORE 323
AMST 211 Recitation,"Contemp Amer Domestic Issues
(The Age of Trump)",R Perkinson,F,1030-1120a,MOORE 323
AMST 310 Recitation,Japanese Americans,D Ogawa,F,0930-1020a,WEB 104
AMST 310 Recitation,Japanese Americans,D Ogawa,F,1030-1120a,MOORE 103
AMST 310 Recitation,Japanese Americans,D Ogawa,F,1130-1220p,MOORE 323
AMST 310 Recitation,Japanese Americans,D Ogawa,F,1230-0120p,HIG 110
AMST 310 Recitation,Japanese Americans,D Ogawa,F,1230-0120p,SAKAM A101
AMST 310 Recitation,Japanese Americans,D Ogawa,F,1230-0120p,MOORE 119
AMST 345 Recitation,Religion and Conflict Am Hist,K Sands,F,0930-1020a,KUY 313
AMST 345 Recitation,Religion and Conflict Am Hist,K Sands,F,1130-1220p,SAKAM A101
ANSC 200 Recitation,"Humans, Animals & Agriculture",B Buckley,W,1230-0320p,AGSCI 204
ANSC 432 Recitation,Swine Production,H Zaleski,W,0130-0420p,AGSCI 220
ANSC 601 Recitation,The Science of Food Systems,D Vincent,W,0430-0520p,AGSCI 220
ANTH 151 Recitation,Emerging Humanity,B Rolett,W,1130-1220p,GAR 101
ANTH 151 Recitation,Emerging Humanity,B Rolett,F,0830-0920a,WEB 103
ANTH 151 Recitation,Emerging Humanity,B Rolett,F,0930-1020a,BUSAD C103
ANTH 151 Recitation,Emerging Humanity,B Rolett,F,1030-1120a,BUSAD C103
ANTH 151 Recitation,Emerging Humanity,B Rolett,F,1130-1220p,MIL 101
ANTH 151 Recitation,Emerging Humanity,B Rolett,F,1230-0120p,WEB 112
ANTH 151 Recitation,Emerging Humanity,B Rolett,R,1030-1120a,MOORE 111
ANTH 151 Recitation,Emerging Humanity,B Rolett,R,1200-1250p,MOORE 207
ANTH 151 Recitation,Emerging Humanity,B Rolett,F,0830-0920a,ART 101
ANTH 151 Recitation,Emerging Humanity,B Rolett,F,0930-1020a,BUSAD D102
ANTH 151 Recitation,Emerging Humanity,B Rolett,F,1030-1120a,MIL 101
ANTH 151 Recitation,Emerging Humanity,B Rolett,F,1130-1220p,BUSAD D102
ANTH 152 Recitation,Culture and Humanity,J Padwe,W,1230-0120p,GRG 215
ANTH 152 Recitation,Culture and Humanity,J Padwe,R,1200-1250p,MOORE 111
ANTH 152 Recitation,Culture and Humanity,J Padwe,F,0830-0920a,DEAN 104
ANTH 152 Recitation,Culture and Humanity,J Padwe,F,0930-1020a,WEB 103
ANTH 152 Recitation,Culture and Humanity,J Padwe,F,1130-1220p,DEAN 104
ANTH 152 Recitation,Culture and Humanity,J Padwe,F,1230-0120p,DEAN 104
ANTH 152 Recitation,Culture and Humanity,N Cooper,W,1230-0120p,GAR 101
ANTH 152 Recitation,Culture and Humanity,N Cooper,R,1030-1120a,MOORE 102
ANTH 152 Recitation,Culture and Humanity,N Cooper,F,0830-0920a,WEB 104
ANTH 152 Recitation,Culture and Humanity,N Cooper,F,0930-1020a,SAKAM C103
ANTH 152 Recitation,Culture and Humanity,N Cooper,F,1130-1220p,BUSAD A101
ANTH 152 Recitation,Culture and Humanity,N Cooper,F,1230-0120p,GRG 214
ART 175 Recitation,Survey of Global Art I,K Lingley,T,1030-1120a,ART 137
ART 175 Recitation,Survey of Global Art I,K Lingley,T,1030-1120a,ART 214
ART 175 Recitation,Survey of Global Art I,K Lingley,T,1230-0120p,ART 137
ART 175 Recitation,Survey of Global Art I,K Lingley,T,1230-0120p,ART 214
ART 175 Recitation,Survey of Global Art I,K Lingley,R,0930-1020a,ART 214
ART 175 Recitation,Survey of Global Art I,K Lingley,R,1030-1120a,ART 137
ART 175 Recitation,Survey of Global Art I,K Lingley,R,1030-1120a,ART 214
ART 175 Recitation,Survey of Global Art I,K Lingley,R,1230-0120p,ART 137
ART 175 Recitation,Survey of Global Art I,K Lingley,F,0930-1020a,ART 214
ART 175 Recitation,Survey of Global Art I,K Lingley,F,1030-1120a,ART 137
ART 175 Recitation,Survey of Global Art I,K Lingley,F,1030-1120a,ART 214
ART 175 Recitation,Survey of Global Art I,K Lingley,F,1130-1220p,ART 214
ASTR 300L Recitation,Observational Astronomy Lab,M Lum,T,0130-0430p,WAT 415
ATMO 405 Recitation,Satellite Meteorology,Y Chen,F,0130-0430p,HIG 310
BIOL 375 Recitation,Genetics,F Reed,W,0230-0320p,KUY 309
BIOL 375 Recitation,Genetics,F Reed,R,0900-0950a,WEB 203
BIOL 375 Recitation,Genetics,F Reed,R,1030-1120a,WEB 203
BIOL 375 Recitation,Genetics,F Reed,R,0130-0220p,MOORE 119
BIOL 375 Recitation,Genetics,F Reed,R,0300-0350p,MOORE 119
BIOL 375 Recitation,Genetics,F Reed,F,0930-1020a,MOORE 119
BIOL 375 Recitation,Genetics,F Reed,F,1030-1120a,MOORE 119
BIOL 375 Recitation,Genetics,F Reed,F,1130-1220p,AGSCI 204
BIOL 375 Recitation,Genetics,F Reed,F,1230-0120p,AGSCI 204
BIOL 375 Recitation,Genetics,F Reed,F,0130-0220p,AGSCI 204
BIOL 402 Recitation,Principles of Biochemistry,J Bingham,T,0800-0850a,BIOMD B103
BIOL 402 Recitation,Principles of Biochemistry,J Bingham,R,0300-0350p,BIOMD T208
BOT 105 Recitation,Ethnobotany,A Amend,F,0830-0920a,STJHN 157
BOT 105 Recitation,Ethnobotany,A Amend,F,0930-1020a,STJHN 157
BOT 105 Recitation,Ethnobotany,A Amend,F,1030-1120a,STJHN 157
BOT 105 Recitation,Ethnobotany,A Amend,F,1130-1220p,STJHN 157
BOT 105 Recitation,Ethnobotany,A Amend,F,1230-0120p,STJHN 157
BOT 105 Recitation,Ethnobotany,A Amend,F,0130-0220p,STJHN 157
BOT 461 Recitation,Systematics of Vascular Plants,S Keeley,TR,0230-0520p,STJHN 402
BOT 661 Recitation,Hawaiian Vascular Plants,C Morden,F,0230-0530p,STJHN 402
CHEM 171 Recitation,Principles of Chemistry,T Apple,M,1130-1220p,BIL 335
CEE 320 Recitation,"Fluid Mechanics Fundamentals
Restriction: Major",S Bateni,T,1200-0150p,HOLM 142
CEE 320 Recitation,"Fluid Mechanics Fundamentals
Restriction: Major",S Bateni,T,0330-0510p,HOLM 142
CEE 320 Recitation,"Fluid Mechanics Fundamentals
Restriction: Major",S Bateni,R,1200-0150p,HOLM 142
CEE 330 Recitation,"Environmental Engineering
Restriction: Major",T Yan,M,1230-0220p,HOLM 286
CEE 330 Recitation,"Environmental Engineering
Restriction: Major",T Yan,W,1230-0220p,HOLM 286
CEE 355 Recitation,"Geotechnical Engineering I
Restriction: Major",N Jiang,T,1200-0150p,HOLM 209
CEE 355 Recitation,"Geotechnical Engineering I
Restriction: Major",N Jiang,R,1200-0150p,HOLM 209
CEE 355 Recitation,"Geotechnical Engineering I
Restriction: Major",N Jiang,R,0200-0350p,HOLM 248
CEE 375 Recitation,"Construction Materials
Restriction: Major",L Shen,M,0230-0420p,HOLM 102
CEE 375 Recitation,"Construction Materials
Restriction: Major",L Shen,W,0230-0420p,HOLM 102
CEE 375 Recitation,"Construction Materials
Restriction: Major",L Shen,W,0430-0620p,HOLM 102
CEE 485 Recitation,"Reinforced Concrete Design
Restriction: Major",I Robertson,M,0130-0320p,MSB 114
COMG 151 Recitation,Personal and Public Speech,J Urashima,TR,0900-0950a,GAR 112
COMG 151 Recitation,Personal and Public Speech,J Urashima,TR,1030-1120a,GAR 112
COMG 151 Recitation,Personal and Public Speech,J Urashima,TR,1200-1250p,GAR 112
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,TR,0900-0950a,SAKAM A103
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,TR,1030-1120a,GAR 102
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,TR,1200-1250p,GRG 213
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,0830-0920a,GAR 102
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,0830-0920a,GRG 213
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,0930-1020a,GRG 215
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,0930-1020a,GAR 102
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,1030-1120a,GRG 213
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,1030-1120a,GAR 112
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,1130-1220p,GRG 213
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,1130-1220p,BUSAD C103
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,1230-0120p,GAR 102
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,1230-0120p,BUSAD C103
COMG 251 Recitation,Principles of Eff Public Spkg,J Urashima,WF,0130-0220p,BUSAD C103
COMG 251A Recitation,"Principles of Eff Public Spkg
Restriction: Honors Program Approval",J Urashima,WF,0130-0220p,GAR 102
DH 231 Recitation,"Oral Anat & Tooth Morphology
Restriction: Department Approval",P Ching,R,0800-0850a,HEM 200D
DH 231L Recitation,"Oral Anatomy & Tooth Morph Lab
Restriction: Department Approval",M Arucan-Masunaga,R,0900-1200p,HEM 200D
DH 231L Recitation,"Oral Anatomy & Tooth Morph Lab
Restriction: Department Approval",N Fong,R,0900-1200p,HEM 200D
DH 475 Recitation,"Adv Clinical DH II
Restriction: Department Approval",L Yamada,T,0655-0740p,HEM 200D
ECON 130 Recitation,Principles of Microeconomics,C Dhakal,W,0930-1020a,KUY 313
ECON 130 Recitation,Principles of Microeconomics,C Dhakal,W,1230-0120p,KUY 210
ECON 130 Recitation,Principles of Microeconomics,C Dhakal,R,0900-0950a,GAR 101
ECON 130 Recitation,Principles of Microeconomics,C Dhakal,R,1200-1250p,GAR 101
ECON 130 Recitation,Principles of Microeconomics,C Dhakal,F,0830-0920a,BUSAD E203
ECON 130 Recitation,Principles of Microeconomics,C Dhakal,F,0130-0220p,GRG 215
EE 160 Recitation,"Programming for Engineers
Restriction: Major",C Manloloyo,T,0730-1015a,POST 214
EE 160 Recitation,"Programming for Engineers
Restriction: Major",C Manloloyo,T,0330-0615p,POST 214
EE 160 Recitation,"Programming for Engineers
Restriction: Major",C Manloloyo,R,0730-1015a,POST 214
EE 160 Recitation,"Programming for Engineers
Restriction: Major",C Manloloyo,R,0330-0615p,POST 214
EE 211 Recitation,"Basic Circuit Analysis I
Restriction: Major",Z Yun,T,0900-1145a,HOLM 357
EE 211 Recitation,"Basic Circuit Analysis I
Restriction: Major",Z Yun,T,0130-0415p,HOLM 357
EE 211 Recitation,"Basic Circuit Analysis I
Restriction: Major",Z Yun,R,0900-1145a,HOLM 357
EE 211 Recitation,"Basic Circuit Analysis I
Restriction: Major",Z Yun,R,0130-0415p,HOLM 357
EE 213 Recitation,"Basic Circuit Analysis II
Restriction: Major",S Fatemi,T,0900-1145a,HOLM 358
EE 213 Recitation,"Basic Circuit Analysis II
Restriction: Major",S Fatemi,T,0130-0415p,HOLM 358
EE 260 Recitation,"Introduction to Digital Design
Restriction: Major",T Dobry,R,0900-1145a,HOLM 451
EE 260 Recitation,"Introduction to Digital Design
Restriction: Major",T Dobry,R,0130-0415p,HOLM 451
EE 260 Recitation,"Introduction to Digital Design
Restriction: Major",T Dobry,R,0430-0715p,HOLM 451
EE 415 Recitation,"Digital Signal Processing
Restriction: Major",Z Zhang,R,0130-0415p,HOLM 387
ENGR 101 Recitation,"Introduction to Engineering
Restriction: Instructor Approval",J Nakatsu,R,1030-1220p,POST 214
ENGR 101 Recitation,"Introduction to Engineering
Restriction: Instructor Approval",J Nakatsu,F,0130-0330p,POST 214
ES 101 Recitation,Intro to Ethnic Studies,R Labrador,F,1030-1120a,KUY 301
ES 101 Recitation,Intro to Ethnic Studies,R Labrador,F,1030-1120a,BUSAD D102
ES 101 Recitation,Intro to Ethnic Studies,R Labrador,F,1030-1120a,GRG 214
ES 101A Recitation,"Introduction to Ethnic Studies
Restriction: Honors Program Approval",R Labrador,F,1030-1120a,SAKAM C301
ES 221 Recitation,Hawaiians,D McGregor,F,1130-1220p,WEB 113
